	id	city_id	source	parser	base_url	fetch_params	parse_params	clean_params	status
49	164	7_40158	news.yandex.ru/Saransk	PaginatedSiteParser	https://news.yandex.ru/Saransk/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
50	165	7_4112	news.yandex.ru/Yakutsk	PaginatedSiteParser	https://news.yandex.ru/Yakutsk/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
51	166	7_8672	news.yandex.ru/Vladikavkaz	PaginatedSiteParser	https://news.yandex.ru/Vladikavkaz/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
52	167	7_843	news.yandex.ru/Kazan	PaginatedSiteParser	https://news.yandex.ru/Kazan/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
53	168	7_39022	news.yandex.ru/Abakan	PaginatedSiteParser	https://news.yandex.ru/Abakan/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
54	169	7_4912	news.yandex.ru/Ryazan	PaginatedSiteParser	https://news.yandex.ru/Ryazan/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
55	170	7_8462	news.yandex.ru/Samara	PaginatedSiteParser	https://news.yandex.ru/Samara/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
56	171	7_812	news.yandex.ru/Saint_Petersburg	PaginatedSiteParser	https://news.yandex.ru/Saint_Petersburg/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
57	172	7_8452	news.yandex.ru/Saratov	PaginatedSiteParser	https://news.yandex.ru/Saratov/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
58	173	7_4242	news.yandex.ru/Yuzhno-Sakhalinsk	PaginatedSiteParser	https://news.yandex.ru/Yuzhno-Sakhalinsk/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
59	174	7_343	news.yandex.ru/Yekaterinburg	PaginatedSiteParser	https://news.yandex.ru/Yekaterinburg/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
60	175	7_4812	news.yandex.ru/Smolensk	PaginatedSiteParser	https://news.yandex.ru/Smolensk/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
61	176	7_8652	news.yandex.ru/Stavropol	PaginatedSiteParser	https://news.yandex.ru/Stavropol/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
62	198	7_8172	vologda.aif.ru	PaginatedSiteParser	http://www.vologda.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
63	177	7_4752	news.yandex.ru/Tambov	PaginatedSiteParser	https://news.yandex.ru/Tambov/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
64	178	7_48222	news.yandex.ru/Tver	PaginatedSiteParser	https://news.yandex.ru/Tver/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
65	179	7_3822	news.yandex.ru/Tomsk	PaginatedSiteParser	https://news.yandex.ru/Tomsk/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
66	180	7_4872	news.yandex.ru/Tula	PaginatedSiteParser	https://news.yandex.ru/Tula/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
67	181	7_3452	news.yandex.ru/Tyumen	PaginatedSiteParser	https://news.yandex.ru/Tyumen/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
68	182	7_3412	news.yandex.ru/Izhevsk	PaginatedSiteParser	https://news.yandex.ru/Izhevsk/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
69	183	7_8422	news.yandex.ru/Ulyanovsk	PaginatedSiteParser	https://news.yandex.ru/Ulyanovsk/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
70	184	7_4212	news.yandex.ru/Khabarovsk	PaginatedSiteParser	https://news.yandex.ru/Khabarovsk/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
71	185	7_3467	news.yandex.ru/Khanty-Mansiysk	PaginatedSiteParser	https://news.yandex.ru/Khanty-Mansiysk/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
72	186	7_3512	news.yandex.ru/Chelyabinsk	PaginatedSiteParser	https://news.yandex.ru/Chelyabinsk/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
73	187	7_8352	news.yandex.ru/Cheboksary	PaginatedSiteParser	https://news.yandex.ru/Cheboksary/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
74	188	7_4852	news.yandex.ru/Yaroslavl	PaginatedSiteParser	https://news.yandex.ru/Yaroslavl/index.html	"{""sleep"": 0.25}"	"{""text_markup"": ""div.story_view_main div.story__text, div.story_view_normal div.story__text"", ""title_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black"", ""url_markup"": ""div.story_view_main a.link_theme_black, div.story_view_normal a.link_theme_black""}"	{}	ACTIVE
75	189	7_863	donday.ru/obshhestvo	PaginatedSiteParser	http://donday.ru/obshhestvo/page/{page}/	"{""page"": [1, 2]}"	"{""text_markup"": ""div#dle-content > div.base.shortstory > div.maincont > a"", ""title_markup"": ""h3.btl"", ""url_markup"": ""h3.btl a""}"	{}	ACTIVE
76	190	7_863	donday.ru/proisshestviya	PaginatedSiteParser	http://donday.ru/proisshestviya/page/{page}/	"{""page"": [1, 2]}"	"{""text_markup"": ""div#dle-content > div.base.shortstory > div.maincont > a"", ""title_markup"": ""h3.btl"", ""url_markup"": ""h3.btl a""}"	{}	ACTIVE
77	191	7_812	spb.aif.ru	PaginatedSiteParser	http://www.spb.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
78	192	7_8182	arh.aif.ru	PaginatedSiteParser	http://www.arh.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
79	193	7_3852	altai.aif.ru	PaginatedSiteParser	http://www.altai.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
80	194	7_48322	bryansk.aif.ru	PaginatedSiteParser	http://www.bryansk.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
81	195	7_4232	vl.aif.ru	PaginatedSiteParser	http://www.vl.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
82	196	7_4922	vlad.aif.ru	PaginatedSiteParser	http://www.vlad.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
83	197	7_844	vlg.aif.ru	PaginatedSiteParser	http://www.vlg.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
84	199	7_4922	vlad.aif.ru/ivanovo	PaginatedSiteParser	http://www.vlad.aif.ru/ivanovo/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
85	200	7_3952	irk.aif.ru	PaginatedSiteParser	http://www.irk.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
86	201	7_843	kazan.aif.ru	PaginatedSiteParser	http://www.kazan.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
87	202	7_4012	klg.aif.ru	PaginatedSiteParser	http://www.klg.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
88	203	7_48456	kirov.aif.ru	PaginatedSiteParser	http://www.kirov.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
89	204	7_4922	vlad.aif.ru/kostroma	PaginatedSiteParser	http://www.vlad.aif.ru/kostroma/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
90	205	7_3912	krsk.aif.ru	PaginatedSiteParser	http://www.krsk.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
91	206	7_8152	murmansk.aif.ru	PaginatedSiteParser	http://www.murmansk.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
92	207	7_8312	nn.aif.ru	PaginatedSiteParser	http://www.nn.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
93	208	7_3832	nsk.aif.ru	PaginatedSiteParser	http://www.nsk.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
94	209	7_3812	omsk.aif.ru	PaginatedSiteParser	http://www.omsk.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
95	210	7_3532	oren.aif.ru	PaginatedSiteParser	http://www.oren.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
96	211	7_8412	penza.aif.ru	PaginatedSiteParser	http://www.penza.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
97	212	7_3422	perm.aif.ru	PaginatedSiteParser	http://www.perm.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
98	213	7_8112	pskov.aif.ru	PaginatedSiteParser	http://www.pskov.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
99	214	7_4912	rzn.aif.ru	PaginatedSiteParser	http://www.rzn.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
100	215	7_8462	samara.aif.ru	PaginatedSiteParser	http://www.samara.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
101	216	7_8452	saratov.aif.ru	PaginatedSiteParser	http://www.saratov.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
102	217	7_4812	smol.aif.ru	PaginatedSiteParser	http://www.smol.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
103	218	7_8652	stav.aif.ru	PaginatedSiteParser	http://www.stav.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
104	219	7_48222	tver.aif.ru	PaginatedSiteParser	http://www.tver.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
105	220	7_3822	tomsk.aif.ru	PaginatedSiteParser	http://www.tomsk.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
106	221	7_4872	tula.aif.ru	PaginatedSiteParser	http://www.tula.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
107	222	7_3452	tmn.aif.ru	PaginatedSiteParser	http://www.tmn.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
108	223	7_8422	ul.aif.ru	PaginatedSiteParser	http://www.ul.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
109	224	7_3472	ufa.aif.ru	PaginatedSiteParser	http://www.ufa.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
110	225	7_4212	hab.aif.ru	PaginatedSiteParser	http://www.hab.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
111	226	7_3512	chel.aif.ru	PaginatedSiteParser	http://www.chel.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
112	227	7_3022	chita.aif.ru	PaginatedSiteParser	http://www.chita.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
113	228	7_4852	yar.aif.ru	PaginatedSiteParser	http://www.yar.aif.ru/news	"{""sleep"": 0.25}"	"{""text_markup"": ""div.data_text a.data_anons"", ""title_markup"": ""div.data_text h2.data_title a"", ""url_markup"": ""div.data_text h2.data_title a""}"	{}	ACTIVE
